Date/Time(US/Pacific),DO%(%),pH(pH),Salinity(PSU),Water Temp(C)
7/16/2026 15:00,114,7.8,22.6,16.2
7/16/2026 16:00,111.5,7.7,23.4,14.5
7/16/2026 17:00,104.9,7.7,23.4,14.5
7/16/2026 18:00,103.6,7.7,23.4,14.5
7/16/2026 19:00,108.2,7.7,22.9,15.5
7/16/2026 20:00,111.8,7.7,22.9,15.5
7/16/2026 21:00,99.6,7.6,23.3,14.6
7/16/2026 22:00,102.7,7.7,23.5,14.2
7/16/2026 23:00,91.5,7.6,24,13.2
7/17/2026 0:00,89,7.5,24.2,12.7
7/17/2026 1:00,93.4,7.6,23.9,13.3
7/17/2026 2:00,93.2,7.6,23.9,13.2
7/17/2026 3:00,86.5,7.5,24.1,12.8
7/17/2026 4:00,91.1,7.6,23.7,13.4
7/17/2026 5:00,92.9,7.6,23.6,13.7
7/17/2026 6:00,94.6,7.6,23.1,14.5
7/17/2026 7:00,96.5,7.6,22.2,15.7
7/17/2026 8:00,100.5,7.7,21.6,16.4
7/17/2026 9:00,103.3,7.7,21.6,16.4
7/17/2026 10:00,104.9,7.7,21.7,16.5
7/17/2026 11:00,106.4,7.7,22.5,15.5
7/17/2026 12:00,111.6,7.7,22.1,16
7/17/2026 13:00,109,7.7,21.9,16.2
7/17/2026 14:00,105.3,7.7,22.6,15.4
7/17/2026 15:00,108.2,7.7,22.1,15.9
7/17/2026 16:00,104,7.7,22.7,15
7/17/2026 17:00,102.2,7.7,22.9,14.8
7/17/2026 18:00,99.5,7.7,23,14.7
7/17/2026 19:00,100,7.7,23,14.7
7/17/2026 20:00,99.8,7.6,23,14.8
7/17/2026 21:00,111.4,7.7,22.6,15.5
7/17/2026 22:00,98.4,7.6,23.6,13.8
7/17/2026 23:00,103,7.7,23.1,14.8
7/18/2026 0:00,97.8,7.6,23.1,14.3
7/18/2026 1:00,75.3,7.4,24.4,11.8
7/18/2026 2:00,89.2,7.6,23.4,13.6
7/18/2026 3:00,90.4,7.6,23.2,14
7/18/2026 4:00,89.7,7.6,23.2,14
7/18/2026 5:00,95.5,7.6,22.8,14.6
7/18/2026 6:00,89.2,7.6,22.6,15
7/18/2026 7:00,101.7,7.7,22.4,15.4
7/18/2026 8:00,98.5,7.7,22.4,15.5
7/18/2026 9:00,102.2,7.7,22.1,15.9
7/18/2026 10:00,109.2,7.7,21.9,16.1
7/18/2026 11:00,107.4,7.7,22.3,15.6
7/18/2026 12:00,113.6,7.7,22.1,15.8
7/18/2026 13:00,116.3,7.8,22,15.9
7/18/2026 14:00,118.5,7.8,22,15.9
7/18/2026 15:00,117.8,7.8,22,16
7/18/2026 16:00,106.1,7.7,22.9,14.6
7/18/2026 17:00,111.5,7.7,22.6,15
7/18/2026 18:00,106.5,7.7,22.8,14.7
7/18/2026 19:00,95.7,7.6,23.5,13.5
7/18/2026 20:00,99.7,7.6,23.4,13.9
7/18/2026 21:00,109,7.7,22.3,15.5
7/18/2026 22:00,104.7,7.7,22.4,15.4
7/18/2026 23:00,100.8,7.6,23,14.3
7/19/2026 0:00,85.5,7.5,23.7,13.2
7/19/2026 1:00,96.8,7.6,23.1,14.1
7/19/2026 2:00,97.4,7.6,23.5,13.6
7/19/2026 3:00,106.1,7.7,22.5,15.1
7/19/2026 4:00,98,7.6,23,14.3
7/19/2026 5:00,90.7,7.6,23.3,13.6
7/19/2026 6:00,100.7,7.6,22.7,14.7
7/19/2026 7:00,104.7,7.7,22.1,15.4
7/19/2026 8:00,109.6,7.7,22,15.7
7/19/2026 9:00,106,7.7,22,15.8
7/19/2026 10:00,114.3,7.8,22.1,15.8
7/19/2026 11:00,120.5,7.8,22,16.2
7/19/2026 12:00,120.4,7.8,22.1,16
7/19/2026 13:00,124,7.8,22,16.7
7/19/2026 14:00,126.8,7.8,21.9,16.9
7/19/2026 15:00,132.1,7.8,21.9,17.1
7/19/2026 16:00,122.4,7.8,22.1,16.4
7/19/2026 17:00,128.6,7.8,22,16.7
7/19/2026 18:00,119.4,7.8,22.2,16.2
7/19/2026 19:00,120.1,7.8,22,16.5
7/19/2026 20:00,115.8,7.7,22.3,16
7/19/2026 21:00,105.3,7.7,22.7,15.4
7/19/2026 22:00,111.2,7.7,21.8,17.2
7/19/2026 23:00,114.5,7.7,21.6,17.6
7/20/2026 0:00,111.3,7.7,21.8,16.8
7/20/2026 1:00,112.8,7.7,22.7,15.2
7/20/2026 2:00,105.8,7.7,22.9,14.4
7/20/2026 3:00,101.8,7.6,22.9,14.4
7/20/2026 4:00,102.2,7.7,22.6,14.9
7/20/2026 5:00,103.8,7.7,22.4,15.1
7/20/2026 6:00,103,7.7,22.4,15.1
7/20/2026 7:00,103.1,7.7,22.1,15.5
7/20/2026 8:00,108,7.7,22.4,15.4
7/20/2026 9:00,112.3,7.7,21.8,16.1
7/20/2026 10:00,116.7,7.7,22,15.8
7/20/2026 11:00,120,7.8,21.7,16.2
7/20/2026 12:00,119.7,7.8,21.6,16.2
7/20/2026 13:00,122.6,7.8,21.6,16.4
7/20/2026 14:00,125.3,7.8,21.2,16.9
7/20/2026 15:00,121.7,7.8,21.6,16.3
7/20/2026 16:00,125.8,7.8,21.7,16.4
7/20/2026 17:00,114.4,7.7,22.6,15
7/20/2026 18:00,119.4,7.8,21.9,16.2
7/20/2026 19:00,114.9,7.7,22.1,15.9
7/20/2026 20:00,109.4,7.7,22.8,14.8
7/20/2026 21:00,114.8,7.7,22,15.9
7/20/2026 22:00,110.5,7.7,22.6,14.9
7/20/2026 23:00,102.6,7.7,22.5,15.1
7/21/2026 0:00,106.6,7.7,22.5,15.4
7/21/2026 1:00,97.2,7.6,23.3,13.7
7/21/2026 2:00,109.3,7.7,22,15.6
7/21/2026 3:00,106.1,7.7,22.3,15.2
7/21/2026 4:00,96,7.6,22.5,15
7/21/2026 5:00,97.3,7.6,22.7,14.6
7/21/2026 6:00,107.4,7.7,22.4,15
7/21/2026 7:00,108.4,7.7,22.2,15.3
7/21/2026 8:00,103.3,7.7,22.1,15.4
7/21/2026 9:00,109.9,7.7,22.2,15.3
7/21/2026 10:00,115.9,7.7,22,15.9
7/21/2026 11:00,125,7.8,21.3,16.6
7/21/2026 12:00,130.9,7.8,22.3,15.7
7/21/2026 13:00,132,7.8,21.3,17
7/21/2026 14:00,132.9,7.8,21.4,17.1
7/21/2026 17:00,126.1,7.8,22.8,15
7/21/2026 18:00,127.7,7.8,22.1,15.7
7/21/2026 19:00,116.6,7.7,23.2,14.4
7/21/2026 20:00,112.8,7.7,23.2,14.4
7/21/2026 21:00,115.8,7.7,23.1,14.2
7/21/2026 22:00,105.7,7.7,23,14.1
7/21/2026 23:00,109.3,7.7,23.5,13.7
7/22/2026 0:00,114.8,7.7,22.9,14.5
7/22/2026 1:00,114.9,7.7,23.1,14.3
7/22/2026 2:00,119.6,7.7,22.2,15.9
7/22/2026 3:00,105.1,7.7,22.8,15
7/22/2026 4:00,117.8,7.7,22.5,15.4
7/22/2026 5:00,106.2,7.7,22.1,16
7/22/2026 6:00,117.4,7.7,21.4,17
7/22/2026 7:00,115.9,7.7,21.8,16.3
7/22/2026 8:00,119.9,7.7,22,15.9
7/22/2026 9:00,116.7,7.7,22.2,15.8
7/22/2026 10:00,122.8,7.8,22.3,15.8
7/22/2026 11:00,127.7,7.8,22.2,16.1
7/22/2026 12:00,131.7,7.8,22.2,16.1
7/22/2026 13:00,133.8,7.8,22.4,15.6
7/22/2026 14:00,135.8,7.8,21.5,17
7/22/2026 15:00,132.5,7.8,21.2,17.5
7/22/2026 16:00,131.1,7.8,21.2,17.3
7/22/2026 17:00,131.3,7.8,21.5,16.9
7/22/2026 18:00,126.2,7.8,21.3,17.2
7/22/2026 19:00,126.4,7.8,22.7,15.1
7/22/2026 20:00,124.6,7.8,22.5,15.5
7/22/2026 21:00,113.3,7.7,23.6,13.8
7/22/2026 22:00,116,7.7,22.8,15.1
7/22/2026 23:00,120.8,7.7,22.5,15.6
7/23/2026 0:00,125.8,7.8,22.1,16
7/23/2026 1:00,115.2,7.7,22.3,15.8
7/23/2026 2:00,116.8,7.7,22,15.9
7/23/2026 3:00,113.7,7.7,22.2,15.6
7/23/2026 4:00,120.8,7.7,22.1,16
7/23/2026 5:00,121.7,7.7,21.8,16.4
7/23/2026 6:00,123.5,7.8,21.7,16.9
7/23/2026 7:00,120.7,7.7,22,16.5
7/23/2026 8:00,120.1,7.7,21.7,16.9
7/23/2026 9:00,118.9,7.7,22.6,15.4
7/23/2026 10:00,121.4,7.7,22.8,14.9
7/23/2026 11:00,121.1,7.7,22.8,15
7/23/2026 12:00,119.6,7.7,22.6,15.2
7/23/2026 13:00,127.3,7.8,22.8,14.9
7/23/2026 14:00,131.5,7.8,23.1,14.5
7/23/2026 15:00,137.6,7.8,22.5,15.4
7/23/2026 16:00,124,7.7,23.4,14.1
7/23/2026 17:00,115.2,7.7,24,12.9
7/23/2026 18:00,98.4,7.6,24.4,12.1
7/23/2026 19:00,95.9,7.6,24.3,12.3
7/23/2026 20:00,100.7,7.6,24.1,12.7
7/23/2026 21:00,117,7.7,23.8,13.2
7/23/2026 22:00,115.2,7.7,23.9,13.1
7/23/2026 23:00,121.9,7.7,23.1,14.8
7/24/2026 0:00,122.3,7.7,23.1,14.7
7/24/2026 1:00,113.6,7.7,22.7,15.6
7/24/2026 2:00,117.8,7.7,22.6,16.3
7/24/2026 3:00,106.6,7.7,22,17.2
7/24/2026 4:00,120.8,7.8,22.3,18
7/24/2026 5:00,121.2,7.8,22.5,18
7/24/2026 6:00,122.4,7.8,22.7,17.8
7/24/2026 7:00,123.6,7.8,22.7,18.1
7/24/2026 8:00,125.7,7.8,22.8,18.2
7/24/2026 9:00,126.9,7.8,22.7,18.2
7/24/2026 10:00,127.9,7.8,22.8,17.8
7/24/2026 11:00,132,7.8,22.7,17.8
7/24/2026 12:00,131.7,7.8,22.6,17.9
7/24/2026 13:00,133,7.8,22.6,18
7/24/2026 14:00,137.4,7.9,22.6,18.1
7/24/2026 15:00,136.9,7.9,22.9,17.7
7/24/2026 16:00,138.3,7.9,22.9,17.9
7/24/2026 17:00,141.5,7.9,22.8,17.8
7/24/2026 18:00,132.7,7.8,22.6,17.6
7/24/2026 19:00,126.1,7.8,22.8,17.1
7/24/2026 20:00,124.8,7.8,22.9,16.8
7/24/2026 21:00,117.6,7.8,23,16.7
7/24/2026 22:00,122.8,7.8,22.9,16.8
7/24/2026 23:00,102.7,7.7,22.7,17.3
7/25/2026 0:00,107.2,7.7,22.7,17.1
7/25/2026 1:00,113.4,7.7,22.8,16.7
7/25/2026 2:00,121.7,7.8,22.4,17.7
7/25/2026 3:00,111.9,7.7,22.5,17.1
7/25/2026 4:00,112.9,7.7,22.5,17.4
7/25/2026 5:00,114.8,7.8,22.7,18.4
7/25/2026 6:00,114.2,7.8,22.7,17.9
7/25/2026 7:00,107.6,7.7,22.7,17.7
7/25/2026 8:00,118.9,7.8,22.7,18.2
7/25/2026 9:00,119.7,7.8,22.7,18.2
7/25/2026 10:00,120.9,7.8,22.6,18
7/25/2026 11:00,124.1,7.8,22.6,18
7/25/2026 12:00,124.9,7.8,22.6,18
7/25/2026 13:00,119.3,7.8,22.7,17.4
7/25/2026 14:00,122.6,7.8,22.7,17.7
7/25/2026 15:00,127,7.8,22.6,17.9
7/25/2026 16:00,124.9,7.8,22.6,17.9
7/25/2026 17:00,125.7,7.8,22.3,18.3
7/25/2026 18:00,121.7,7.8,22.4,18.1
7/25/2026 19:00,123,7.8,22.4,18
7/25/2026 20:00,120.1,7.8,22.3,18.1
7/25/2026 21:00,121.6,7.8,22.6,17.3
7/25/2026 22:00,113.3,7.8,22.6,17.2
7/25/2026 23:00,113.3,7.7,22.6,17.3
7/26/2026 0:00,113.1,7.8,22.6,17.5
7/26/2026 1:00,110,7.8,22.6,17.6
7/26/2026 2:00,105.7,7.7,22.4,17.6
7/26/2026 3:00,104.6,7.7,22.2,17.9
7/26/2026 4:00,101.2,7.7,22.2,17.8
7/26/2026 5:00,113.6,7.8,22,17.5
7/26/2026 6:00,113.2,7.8,21.9,17.4
7/26/2026 7:00,98.5,7.7,22,17.3
7/26/2026 8:00,105.7,7.7,22,17.3
7/26/2026 9:00,113,7.8,21.8,17.5
7/26/2026 10:00,113.8,7.8,22.1,17.2
7/26/2026 11:00,111.1,7.7,22.1,17.2
7/26/2026 12:00,109.9,7.7,22.2,17.2
7/26/2026 13:00,111.7,7.8,22,17.2
7/26/2026 14:00,113.5,7.8,21.8,17.1
7/26/2026 15:00,113.9,7.8,21.8,17.1
7/26/2026 16:00,114.9,7.8,21.8,17.1
7/26/2026 17:00,117.2,7.8,22.4,16.9
7/26/2026 18:00,121.5,7.8,22.4,17.2
7/26/2026 19:00,117.6,7.8,22.6,16.5
7/26/2026 20:00,110.3,7.7,22.6,16.2
7/26/2026 21:00,109.3,7.7,22.5,16.2
7/26/2026 22:00,101.7,7.7,22.6,15.9
7/26/2026 23:00,97,7.6,22.5,16.2
7/27/2026 0:00,101.5,7.7,22.1,16.7
7/27/2026 1:00,103.9,7.7,21.9,16.8
7/27/2026 2:00,100.9,7.7,21.9,16.8
7/27/2026 3:00,99.2,7.7,21.9,16.8
7/27/2026 4:00,102.2,7.7,21.9,16.8
7/27/2026 5:00,106.2,7.7,21.7,17
7/27/2026 6:00,106.1,7.7,21.5,16.9
7/27/2026 7:00,106.7,7.7,21.2,17
7/27/2026 8:00,109.1,7.7,21.2,17
7/27/2026 9:00,102.2,7.7,21.5,17
7/27/2026 10:00,107.6,7.7,21.9,16.9
7/27/2026 11:00,110.7,7.7,22.2,16.8
7/27/2026 12:00,113.8,7.8,22,16.9
7/27/2026 13:00,110.9,7.8,21.8,16.9
7/27/2026 14:00,109.9,7.8,21.6,17
7/27/2026 15:00,108.6,7.7,21.7,16.9
7/27/2026 16:00,116.1,7.8,21.7,17.1
7/27/2026 17:00,112.4,7.8,21.8,17
7/27/2026 18:00,116.6,7.8,22.1,17
7/27/2026 19:00,110.9,7.8,22.1,17
7/27/2026 20:00,116.9,7.8,22.5,16.8
7/27/2026 21:00,108.6,7.7,22.7,16.4
7/27/2026 22:00,115.2,7.7,22.7,16.4
7/27/2026 23:00,113.4,7.8,22.7,16.5
7/28/2026 0:00,111,7.7,22.6,16.6
7/28/2026 1:00,109.8,7.7,22.5,16.7
7/28/2026 2:00,113.1,7.8,23,16.5
7/28/2026 3:00,107.8,7.7,22.2,16.9
7/28/2026 4:00,105.8,7.7,22.5,16.8
7/28/2026 5:00,108,7.7,22.1,16.9
7/28/2026 6:00,108,7.8,21.8,17
7/28/2026 7:00,109.4,7.8,21.3,17.1
7/28/2026 8:00,113.6,7.8,21.6,17.1
7/28/2026 9:00,110.3,7.8,19.7,17.1
7/28/2026 10:00,116.5,7.8,20.7,17.1
7/28/2026 11:00,119.8,7.8,21.7,17
7/28/2026 12:00,120.4,7.8,22.5,16.9
7/28/2026 13:00,117.5,7.8,22.5,16.9
7/28/2026 14:00,122.2,7.8,22.3,16.9
7/28/2026 15:00,121.3,7.8,22.4,16.9
7/28/2026 16:00,119,7.8,22.6,16.8
7/28/2026 17:00,124.4,7.8,21.4,17.1
7/28/2026 18:00,121.2,7.8,22.4,16.9
7/28/2026 19:00,125.6,7.8,21.4,17.2
7/28/2026 20:00,123.1,7.8,21.6,17.3
7/28/2026 21:00,127.6,7.9,21,17.5
7/28/2026 22:00,122.2,7.8,21.6,17.2
7/28/2026 23:00,118.8,7.8,22,17
7/29/2026 0:00,112.2,7.8,22,17
7/29/2026 1:00,114.8,7.8,22.9,16.4
7/29/2026 2:00,110.8,7.8,23.1,16.1
7/29/2026 3:00,115.5,7.8,22.5,16.6
7/29/2026 4:00,116.9,7.8,22,16.9
7/29/2026 5:00,115.1,7.8,21.6,17.1
7/29/2026 6:00,116.2,7.8,21,17.3
7/29/2026 7:00,115.3,7.8,21.8,17.1
7/29/2026 8:00,113.3,7.9,14.5,16.4
7/29/2026 9:00,117.5,7.9,18.3,16.8
7/29/2026 10:00,124.7,7.9,20.8,17
7/29/2026 11:00,130.7,7.9,20.4,17.1
7/29/2026 12:00,126.7,7.9,21.4,17
7/29/2026 13:00,126.9,7.8,21.7,16.9
7/29/2026 14:00,127.9,7.9,22.1,16.8
7/29/2026 15:00,128.5,7.8,22.7,16.4
7/29/2026 16:00,128.3,7.8,22.3,16.7
7/29/2026 17:00,135.3,7.9,21.7,17.1
7/29/2026 18:00,127,7.8,22.4,16.5
7/29/2026 19:00,128.2,7.9,21.5,17.3
7/29/2026 20:00,125.6,7.8,21.8,17.1
7/29/2026 21:00,136.4,7.9,18.5,18.2
7/29/2026 22:00,135.4,7.9,19.4,18.3
7/29/2026 23:00,124.3,7.8,21.9,17
7/30/2026 0:00,112.9,7.8,22.2,16.7
7/30/2026 1:00,114.5,7.8,22.7,16.3
7/30/2026 2:00,110.2,7.7,23.1,15.6
7/30/2026 3:00,105.3,7.7,23.1,15.6
7/30/2026 4:00,110.4,7.7,22.8,16
7/30/2026 5:00,115.2,7.8,22,16.5
7/30/2026 6:00,126.5,7.9,19.6,17.8
7/30/2026 7:00,125.3,7.9,18.9,17.8
7/30/2026 8:00,119.4,7.8,20.5,17.4
7/30/2026 9:00,122,8,16.1,17.6
7/30/2026 10:00,126.9,7.9,19.9,17.2
7/30/2026 11:00,127.4,7.8,21.8,16.6
7/30/2026 12:00,130.8,7.9,21.5,16.8
7/30/2026 13:00,135,7.9,21.6,16.9
7/30/2026 14:00,126.8,7.8,22.4,16.4
7/30/2026 15:00,125.1,7.8,22.8,16
7/30/2026 16:00,119.9,7.8,23.3,15.5
7/30/2026 17:00,125.9,7.8,22.8,15.9
7/30/2026 18:00,117.6,7.8,23.1,15.3
7/30/2026 19:00,133.7,7.9,21.7,16.8
7/30/2026 20:00,131.8,7.9,21.9,16.7
7/30/2026 21:00,123.2,7.8,22.4,16.1
7/30/2026 22:00,130.7,7.9,20.5,17.2
7/30/2026 23:00,122.5,7.8,20.4,17.3
7/31/2026 0:00,99,7.7,22.3,16
7/31/2026 1:00,100.2,7.6,23.3,14.7
7/31/2026 2:00,108.9,7.7,23.2,15
7/31/2026 3:00,104.7,7.7,23.2,15.1
7/31/2026 4:00,102,7.7,23.1,15.3
7/31/2026 5:00,104.3,7.7,22.5,15.8
7/31/2026 6:00,123.9,7.9,20.1,17.4
7/31/2026 7:00,127.5,7.9,19,18
7/31/2026 8:00,126.7,7.9,18.4,18
7/31/2026 9:00,127.2,7.9,19.9,17.6
7/31/2026 10:00,128.6,7.9,20.1,17.5
7/31/2026 11:00,132.8,7.9,20.8,17.3
7/31/2026 12:00,123.6,7.8,22.3,16.4
7/31/2026 13:00,126.2,7.8,22.2,16.6
7/31/2026 14:00,125.7,7.8,22.4,16.4
7/31/2026 15:00,116,7.8,23,15.8
7/31/2026 16:00,116.4,7.8,23,15.4
7/31/2026 17:00,112.4,7.7,23.3,15.2
7/31/2026 18:00,121.7,7.8,23,15.7
7/31/2026 19:00,114.8,7.7,23.2,15.3
7/31/2026 20:00,120.5,7.8,22.6,16
7/31/2026 21:00,126.9,7.8,22,16.6
7/31/2026 22:00,133.9,7.9,18.8,18.2
7/31/2026 23:00,130.3,7.9,18.8,18.4
8/1/2026 0:00,122.2,7.8,22.8,15.9
8/1/2026 1:00,119.1,7.8,22.7,16
8/1/2026 2:00,119.2,7.8,22.8,15.9
8/1/2026 3:00,106.4,7.7,23.4,15.1
8/1/2026 4:00,100,7.6,23.5,14.8
8/1/2026 5:00,108.5,7.7,22.9,15.7
8/1/2026 6:00,123.2,7.8,20.8,17.1
8/1/2026 7:00,124.6,7.9,20.9,17.2
8/1/2026 8:00,129.4,7.9,18.8,18.2
8/1/2026 9:00,133.8,7.9,20.3,17.6
8/1/2026 10:00,134.7,7.9,19.2,18.2
8/1/2026 11:00,139.4,7.9,19.7,18.1
8/1/2026 12:00,138.2,7.9,20.9,17.5
8/1/2026 13:00,129.9,7.8,21.7,17
8/1/2026 14:00,126.3,7.8,22.2,16.4
8/1/2026 15:00,124.9,7.8,22.5,16.1
8/1/2026 16:00,121.1,7.8,22.5,16.1
8/1/2026 17:00,112.6,7.7,23.3,15.1
8/1/2026 18:00,135.9,7.9,21.9,16.7
8/1/2026 19:00,135.6,7.9,21.9,16.6
8/1/2026 20:00,141.1,7.9,21.2,17.3
8/1/2026 21:00,138.6,7.9,20.7,17.5
8/1/2026 22:00,135.6,7.9,21,17.4
8/1/2026 23:00,127.5,7.9,21.6,16.9
8/2/2026 0:00,124.3,7.9,21.8,16.8
8/2/2026 1:00,129.1,7.9,21.9,16.6
8/2/2026 2:00,125.3,7.9,22.1,16.5
8/2/2026 3:00,125.1,7.8,22.3,16.2
8/2/2026 4:00,120.6,7.8,22.2,16.4
8/2/2026 5:00,132.1,7.9,21.5,16.9
8/2/2026 6:00,131,7.9,21,17.1
8/2/2026 7:00,138.2,8,20.8,17.4
8/2/2026 8:00,139.5,8,20.3,17.6
8/2/2026 9:00,133.5,8,18,17.9
8/2/2026 10:00,139.1,8,19.4,17.8
8/2/2026 11:00,144,8,18,18
8/2/2026 12:00,148.6,8,19.7,17.8
8/2/2026 13:00,151.9,8,20.9,17.5
8/2/2026 14:00,155.5,8,21,17.5
8/2/2026 15:00,159.4,8.1,21,17.5
8/2/2026 16:00,145.3,8,21.4,17.3
8/2/2026 17:00,123.9,7.8,22.6,16
8/2/2026 18:00,145.2,8,21.3,17
8/2/2026 19:00,142,8,21.3,17.1
8/2/2026 20:00,147.4,8,19.3,17.9
8/2/2026 21:00,138.5,8,20.8,17.2
8/2/2026 22:00,129.9,7.9,20.9,17.1
8/2/2026 23:00,132.4,8,18.4,18.2
8/3/2026 0:00,122.2,7.9,18.6,18.2
8/3/2026 1:00,128.4,7.9,20.6,17.3
8/3/2026 2:00,129.2,7.9,21.5,16.9
8/3/2026 3:00,119.5,7.8,21.5,16.8
8/3/2026 4:00,125,7.9,21.2,17
8/3/2026 5:00,112.7,7.7,22.4,16
8/3/2026 6:00,119.3,7.9,19.6,17.6
8/3/2026 7:00,120.4,7.9,18.3,18
8/3/2026 8:00,121.7,7.9,18.5,17.9
8/3/2026 9:00,122.6,7.9,18.1,17.9
8/3/2026 10:00,128.5,8,17.8,18.1
8/3/2026 11:00,134.2,8,17.7,18.4
8/3/2026 12:00,131.1,8,18.2,18.1
8/3/2026 13:00,137.9,8,19.1,18
8/3/2026 14:00,129.8,7.9,20.1,17.1
8/3/2026 15:00,133.1,7.9,20.4,17.1
8/3/2026 16:00,143.2,8,20.6,17.2
8/3/2026 17:00,114.2,7.7,22.8,15.5
8/3/2026 18:00,133,7.9,22.1,16.4
8/3/2026 19:00,134,7.9,22.7,15.7
8/3/2026 20:00,139.6,7.9,20.9,17.3
8/3/2026 21:00,134.8,7.9,20.2,17.2
8/3/2026 22:00,139.4,7.9,20.6,17.2
8/3/2026 23:00,145.5,8,20.7,17.4
8/4/2026 0:00,131.9,8,18,18.1
8/4/2026 1:00,128.5,7.9,20.5,17.2
8/4/2026 2:00,124.8,7.8,21.1,16.8
8/4/2026 3:00,118.5,7.8,21.5,16.3
8/4/2026 4:00,114.5,7.8,21.3,16.5
8/4/2026 5:00,112.8,7.8,21.4,16.4
8/4/2026 6:00,116.4,7.8,21.7,16.3
8/4/2026 7:00,126,7.9,19.5,17.6
8/4/2026 8:00,120.2,7.9,18.5,17.9
8/4/2026 9:00,120.6,7.9,17.4,18.2
8/4/2026 10:00,124.3,7.9,17.5,18.3
8/4/2026 11:00,129.3,7.9,17,18.5
8/4/2026 12:00,131.8,8,16.2,19.1
8/4/2026 13:00,137.5,8,17.8,18.4
8/4/2026 14:00,137.9,8,18.2,18.1
8/4/2026 15:00,123.4,7.8,22.3,15.7
8/4/2026 16:00,118.5,7.7,23,14.9
8/4/2026 17:00,110.7,7.7,23.4,14.6
8/4/2026 18:00,102.1,7.6,23.7,14.1
8/4/2026 19:00,112.1,7.7,23.1,15.1
8/4/2026 20:00,110.7,7.7,23.2,15.1
8/4/2026 21:00,107.8,7.7,23.3,15
8/4/2026 22:00,107.1,7.7,23.5,14.6
8/4/2026 23:00,125.3,7.8,22.7,15.6
8/5/2026 0:00,118.2,7.8,22.2,15.9
8/5/2026 1:00,129.8,7.9,20.1,17.1
8/5/2026 2:00,140.4,7.9,19.6,17.7
8/5/2026 3:00,134.9,7.9,19.6,17.8
8/5/2026 4:00,122.5,7.8,21.4,16.6
8/5/2026 5:00,110.8,7.7,22.9,15.3
8/5/2026 6:00,111.1,7.7,23.2,15
8/5/2026 7:00,114.7,7.7,23,15.1
8/5/2026 8:00,105.7,7.7,23.3,14.8
8/5/2026 9:00,132.4,7.9,20.9,16.6
8/5/2026 10:00,128.9,7.9,18.3,18
8/5/2026 11:00,126.7,7.9,18.1,17.9
8/5/2026 12:00,132.6,7.9,17.1,18.6
8/5/2026 13:00,127.8,7.9,18.2,17.9
8/5/2026 14:00,130.8,7.8,20.9,16.4
8/5/2026 15:00,116.5,7.7,23.3,14.7
8/5/2026 16:00,114.5,7.7,23.6,14.4
8/5/2026 17:00,109.7,7.7,23.8,14
8/5/2026 18:00,99.7,7.6,23.9,13.7
8/5/2026 19:00,95.7,7.6,24,13.4
8/5/2026 20:00,105.9,7.6,23.8,13.8
8/5/2026 21:00,97.4,7.6,23.8,14
8/5/2026 22:00,108.3,7.7,23.3,14.6
8/5/2026 23:00,109.9,7.7,23.4,14.6
8/6/2026 0:00,115.5,7.7,23.3,14.9
8/6/2026 1:00,133.8,7.9,20.2,17.3
8/6/2026 2:00,144.8,8,18.9,18.3
8/6/2026 3:00,120,7.8,21.7,16.4
8/6/2026 4:00,129,7.9,20.8,17.1
8/6/2026 5:00,104.4,7.7,23.2,14.8
8/6/2026 6:00,100.1,7.6,23.6,14.3
8/6/2026 7:00,106.3,7.7,23.4,14.4
8/6/2026 8:00,117.6,7.7,22.7,15.1
8/6/2026 9:00,116.7,7.7,22.7,15.2
8/6/2026 10:00,128.3,7.8,21.9,15.9
8/6/2026 11:00,137.2,7.8,21.7,16.3
8/6/2026 12:00,128.2,7.8,22.3,15.3
8/6/2026 13:00,125.3,7.8,23.5,14.7
8/6/2026 14:00,151.6,7.9,20.6,17.3
8/6/2026 15:00,132.3,7.8,23,15.4
8/6/2026 16:00,129.2,7.8,23.3,14.9
8/6/2026 17:00,113.7,7.7,23.9,13.9
8/6/2026 18:00,118.1,7.7,23.8,14.1
8/6/2026 19:00,118.8,7.7,23.7,14.4
8/6/2026 20:00,115.9,7.7,23.8,14.3
8/6/2026 21:00,119.6,7.7,23.7,14.4
8/6/2026 22:00,128.7,7.8,22.7,15.5
8/6/2026 23:00,123.3,7.8,21.9,16
8/7/2026 0:00,132,7.8,20.7,17.2
8/7/2026 1:00,130.2,7.9,19.8,18.3
8/7/2026 2:00,134.9,7.9,18.7,19.3
8/7/2026 3:00,134,7.9,19.4,18.9
8/7/2026 4:00,130.6,7.8,20.6,17.5
8/7/2026 5:00,134.8,7.9,20.8,17.4
8/7/2026 6:00,144.4,7.9,21.1,17.8
8/7/2026 7:00,123.1,7.7,22.7,15.6
8/7/2026 8:00,120.8,7.7,23.1,15.2
8/7/2026 9:00,120.8,7.7,22.9,15.4
8/7/2026 10:00,108.5,7.6,23.6,14.7
8/7/2026 11:00,133.1,7.8,21.7,16.5
8/7/2026 12:00,142,7.9,21.4,16.9
8/7/2026 13:00,149.4,7.9,21.1,17.2
8/7/2026 14:00,160.6,8,20.6,18
8/7/2026 15:00,122.7,7.8,22.7,15.5
8/7/2026 16:00,124.1,7.7,23.1,14.9
8/7/2026 17:00,125.3,7.8,23.2,15
8/7/2026 18:00,116.1,7.7,23.7,14.2
8/7/2026 19:00,112.4,7.7,23.9,13.8
